??? ???????? ?????????  ???? ??? ?????? ??? ???? ??? ???? ?? ??? ?????????? ???????? ???? ???? ?????? ??? ???	positive
???? ??? ??? ???? ? ???? ? ??? ?? ???? ??????? ?????? ????? ??? ????? ???? ??? ????? ??? ??? ???? ??	negative
???? ???????? ???? ???? ??? ???????? ??	negative
????? ????? ??	negative
???? ?? ???? ?????? ??? ?????? ???????? ???? ?? ???? ??? ???? ???????? ???(?) ????? ?????? ?????? ?????? ????? ?????? ?????? ???? ?? ??? ????? ?????	positive
??? ?? ??? ?? ?? ?????? ?? ?? ????? ??? ??? ???? ??? ?? ??????? ??? ??? ??? ?? ???? ?? ?? ????? ??? ?? ????? ??? ??? ?? ???? ???????? ??? ?? ?? ?? ?? ??? ??? ?? ??? ?????	strongNegative
?? ?? ?????? ????? ?/? ??? ???? ????? ?????? ??? ?? ?? ????????????	positive
??? ???? ??? ??? ??? ????? ??? ?????? ???? ?? ?? ????? ????? ?? ????? ???? ??	positive
??? ???? ???? ??????? ????? ?? ???? ????? ???? ???? ????? ??? ?????? ?????????? ?	positive
???? ??? ???? ???? ???? ???? ???? ??? ??????? ?? ?? ????? ??????? ??????	positive
??? ?? ????? ??? ??? ?? ?? ???...?? ?? ???? ???? ?? ???? ??????	positive
??? ??????!??? ??? ???? ??!????? ??? ?? ???? ??? ?????? ??? ?? ?? ??? ???!	negative
??? ???? ??? ?? ??? ???? ????? ?/? ??? ???? ???? ????? ??? ???? ??? ???? ???? ????? ?????? ???? ???????	positive
???? ???? ?? ??? ?? ???? ?????? ??? ????? ???? ??? ??? ???? ??? ?? ??? ??! ??? ??????	negative
?? ??????? ??? ??? ??? ?????? ???? ????? ?????? ??? ??? ???? ??? ?? ???????? ??????? ????? ---------	negative
???? ??? ??? ??? ??? ????? ?????? ?? ??? ?? ?? ???? ???? ???? ??????? ????? ????? ?????	negative
???? ?? ?????? ???? ?????? ???? ??? ??? ?????	positive
?? ??? ??? ??? ?? ??? ???? ????	strongPositive
???? ???? ??! !! ?? ??? ???? ?? ?? ?	positive
???? ????? ??? ????	positive
??? ??? ??? ???!	positive
??? ??? ??? ???? ??? ????? ??? ????? ? ?/? ??? ????? ?? ????? ?? ??	positive
???? ????? ???? ???? ????...????	positive
????? ??? ???? ??????? ????? ????? ?? ?????? ?? ??? ?????	positive
??? ?? ??? ??? ????? ?? ???? ??? ??? ?????	negative
??? ???? ??????? ??? ???? ????? ????? ?? ???? !!	negative
?? ????? ?? ????..?????	negative
??? ???	negative
???? ???????? ?????? ?????? ???? ??? ????? ???????	positive
???? ???????? ?????? ?????? ???? ??? ????? ???????	positive
?????? ??? ???? ?????? ?????? ?? ??? ?? ???? ?????????? ?????	negative
???? ??????	positive
???? ??????....???	positive
???? ?? ???? ???? ?? ?????? ?	positive
????? ???? ?? !! ??? ??? ??? ???	negative
????? ??? ?????	positive
???? ??? ??? ???? ????? ????? ?? ???? ???? ??? ????? ?? ???????	positive
??? ??? ????	positive
???? ???? ??! !! ?? ??? ???? ?? ?? ?	positive
?? ?????? ???? ??????	negative
??? ??? ?? ??? ?/? ??? ????? ?? ?	positive
?? ??? ?? ???? ?????? ??? ?? ??? ?? ?? ????????? ?? ??? ?????? ?? ?? ????? ???	positive
???? ???? ?? ???? ?? ??? ?????	positive
??? ????	positive
???? ????? ????? ???? ??	positive
???? ???? ??? ????	negative
???? ???? ?? ??? ??? ??	positive
?????? ?????? ??? ????? ????? ??????? ?? ????? ??? ???? ?? ?????? ???? 7 ??????? ????? ???? ?????? ????? ???? ?? ?????????? “????????? ?????” ??? ?? ?? ????? ???? ????? ???? ??? ???? ??? ????? ???? ???????????? ?? ????? ??????? ????? ????? ?????? ??? ???? ????? ?????? ?????? ????? ??? ?????? ?????	positive
?????? ??? ???? ??	negative
??? ???	strongPositive
?? ????? ?????? ????? ???  ?? ??? ??? ??? ???? ?? 7 ?? ??	negative
????? ?????	positive
???? ?? ???? ???? ??? ???? ?	strongPositive
???? ??? ????? ?? ?? ???	positive
?????? ?? ?? ??? ?????? ?????? ??????? ?????? .... ??? ???	positive
???? ??? ????: ??? ? ??!	positive
?? ??? ??? ??? ???? ?? ??? ???? ??? ?? ????? ?? ???? ???	negative
????? ????? ?? ???? ???	positive
?? ??? ??!!! ???	negative
???? ????? ????? ??? ??	negative
??? ??? ????? ?????? ???? ????? ???? ???? ?? ???? ?? ????	positive
????? ???? ?? ????? ??? ??? ????? ???? ?? ??? ?????????? ??? ????	strongPositive
??? ????? ?? ?? ?? ?? ????? ????? ???? ????? ??? ???? ?? ????? ?? ?60 70 ????? ???? ????? ??????? ?????	negative
???? 7 ?????? ??? ??? ???? ?? ??? ?????? ??????? ??? ??? ??? ????? ???? ??????	negative
???? ??? ????? ???? ??? ??? ? ??? ?? ?????!!	positive
?/? ??? ??????? ?? 15 ??? ?? ???? ??? ?????? ?? ????? ????? ????? ?? ????	positive
???? ???? ?? ??? ?? ?? ????? ???? ???? ?????	strongNegative
????? ??? ??? ??? ?/? ?? ??????!!! ???? ???? 7 ????? ???????? ?????	positive
???? ??? ??? ? ??? ????? ?? ??? ?? ??? ??	strongNegative
?? ??? ?? ??? ?? ???? ???? ?????? ?? ??? ?? ??? ?? ????? ?? ?? ??? ????(???? ) ??? ????	negative
???? ??? 7 ??? ??? ??? ?? ??????? ??? ???? ?? ???? ????? ?? ?? ??? ??? ????? ??? ???	negative
??? ???? ?? ??? ??? ?? ?? ???? ?????? ??? ????? ?? ????? ??? ????? ??? ???? ?????	positive
???? ?? ??? ??? ??? ???????? ?????? ?? ??? ?? ????? ????? ??? ???? ???? ????? ???? ???? ???? ??? ???? ??????	negative
????  ????? 150 ???? ???? ??? (?????) ???? ???? ???? ??? ????? ????? ??? ??? ????? ??? ????? ??? ????	negative
?/ ??? ?? ?? ????? ??? ??? ??? ?? ?? ??? ????? ????? ??????? ????? ????? ??? ??? ????? ??? ??? ??? ????????	negative
???? ????? ????? ????? ???? ???? ????? ?? ??????? ??/? ??? ????? ???? ?????? ? ??? ????	positive
?? 7 ????? ?????? ???? ?? ?? ???? ??(?? ?? ???) ????? ???? ?? ??? ?? ?? ??? ?????	strongNegative
??? 97 ????? ???? ?????? ??? ????? ??	negative
??(????)7 ???? ?????? ???? ???????? ??? ????????? ??? ??? ????? ???? ???????	negative
 ???? ????? ????? ?????? ???? ?? ???? ???? ??? ???? ?????? ????? 	positive
??? ??? ????????? ??? ??? ??? ????? ?????????? ???? ???? ?? ?? ?????	negative
??? ?? ???? ???? ???? ??? ???? ?? ??? ????? ???? 	positive
?? ??? ??? ??? ?????? ??? ??? ?? ??? ??? ?? ??!?????	positive
??? ?? ??	positive
?? ??? ??? ??? ???? ?????? ???? ??? ???? ????? ?? ?? ??? ????? ????? ????? ... ??	positive
???: ???? ????? :???? ???? ?? ??? ?? ??? ??????????	negative
????? ????? ??? ????? ??? ??????? ???	positive
????...????!!!!!	negative
??? ??? ??? ??????? ??? ???? ????? ???	negative
??? ???? ????? ????? ?? ??? ??? ??? ????? ??? ???? ???? ????? ?????? ?????? ???? ????? ????? ?????? ????? ?? ???????? ??? ???? ?????? ???????? ????? ??? ??????? ???? ???? ????? ???? ??? ???? ???? ??-????? ??? ???? ????? ??? ???? ?? ??? ???? ????? ?? ??? ??? ?/? ?? ???? ??? ???? ???? ???? ??? ??? ???	negative
??? ??? ??? ??? ????? ?	positive
??? ??? ??? ??? ??????? ???? ??? ????????? ???? ??? ?? ???	negative
??? ???? ????? ??? ?????? ???????? ?????? ??????? ???? ???? ?? ??? ??	negative
?? ?? ?????? ???? ???? ???? ??? ??? ???? ?? ????	negative
??? ???? ???????? ??? ?????? ???? ?????	negative
??? ??? ??? ??? ?????? ???? ???? ??? ?? ?? ????????? ??? ??????????? ??? ??? ????? ???	negative
?????? ?? ??? ??? ?? ???? ???? ???? ??? ?????? !!	negative
??? ??? ?? ??????? ???? ?? ?????? ????? ??? ????? ???? ????? ?? ???	positive
???? ??? ????? ??????	negative
??? ? ??? ??? ????? ???????	negative
??? ?? ???? #??? ???? ?? ???? 	negative
??? ??? ?? ?? ??? ????? ????	positive
"? ?? ??? ???? ?? ???? ???? ????! ???? ???? ?? ?? ?""?"" ??? ??? ??? ???????????(??? ????? ????? ???!)"	negative
??? ??? ??? ??? ???? ??? ?? ????? ??? ?? ???? ??? ??? ?? ?? ??? ??? ??? ?? ??? ???? ??? ??????? ??? ?? ??? ?? ??? ???? ?????!!!	negative
 ?? ?? ????	negative
 ???? ?? ??? ??????? ????? ????? ??? ?????	negative
 ??? ??? ?? ???? ?????? :: ??? ????? ???? ?????? ???? ?????? :: ?? ??? ??? ??? ?? ???? ???? ???? ??:: ?? ?????? ???? ??? ???? ??? ???? ?? ????????? ??:: ??? ??? ??? ???? ??? ??? ??? ????? ????? ?? ?????:: ?????? ?????? ??? ??? ????? 	negative
??? ??? ????? ???? ???? ??? ???? ???? ?? ?? ??????	negative
2000 ????? ??? ?????? ?100 ???? ??? ??? ????? ??????	negative
??? ????? ?? ??????	negative
?????? ?? ??? ??? ?? ???? ?? ??? ???? ??? ?? ??? ?? ?? ???	negative
?????? ????? ??? ???? ??? ???? ??? ?? ??? ?????? ???? ????? ??????	positive
??? ???? ????? ?? ??? ???? ??? ??? ???? ???? ?????? ??? ??? ????????? ????? ??????? ????? ???????? ???? ?????? ???? ??? ???? ??? ????? ?????	negative
???? ??? ??????? ?????? ????	negative
??? ??? ???????	negative
?? ??? ?????? ????	negative
?  ????? ??? ?????? ????? ???? ... ?? ??? ????? ?? ????? ?????! ?? ?????? ??? 8 ??? ?.???? 6 ???... ???? ?? 6 ??! ?? ???? ??? ??????!	positive
?? ??? ?? ????? ?????? ????? ??? ??????? ??? ???? ????? ???? ??? ???? ?????	negative
?100 ???? ??? ??? 1000 ?? ??? ????? ????? ???? ???? ????? ?? ?????? ??????? ?????? ????? ??????? ???? ?? ?????? ?????? ????????	positive
?? ?????? PM Doc Abiy Ahmed ???? ????? ??? ???? ?? ??? ????? ??????? ????? ????? ??????? ????? ??????? ????? ????? ????? ????????? ????? ?? ????? ??? ???????? .	positive
??? ??? ??? ??? ????? ??????? ???????? ?? ??? ??	strongPositive
??? ????? ???? ????????? 	positive
?????? ????? ????????? ??? ???? ?????? ??????????	positive
??? ?? ?? ?? ?????? ???? ???? ???? ?? ????? (??????)????? ???? ????? ????????? ???? ?????? ??? ???? ???? ???? ???	negative
?Dr. Abiy ????? ???? ? ??? ????? ????? ???? ??????? ?? ???? ???? ???? ?? ???? ?? ? dr. Abiy ???? ? ??? ?? ??? ???? ?????!!!	negative
?? ?? ???? ???? ?? ????? ??? ???? ??????? ?????? ?????? ??????? ???? (way of thinegativekinegativeg) ??????? ?????? ???? ??? ????? ?? ??? ???? ????? ???? ???? ??? ??? ?? ??? ???????	positive
???? ?? ?? ??? ???? ?????? ??????? ?? ?1983 ?? 2011 ???????? ?????????! 	positive
???? ???? ???? ????? ????? ????? ?? ??? ?? ????? ?? ?????? ??? ??? ?????! ???	positive
???? ?? ??? ?? ??... ?? ?? ?? ?????? ??? ?? ??? ???? ??? ???! ???? ??? ?? ?????... 	strongPositive
??? ??????? ??? ???? ????? ????? ????? ??? ?????...	positive
????? ??????? ??????? ???????... ???? ???? ?? ??? ????? ????? ????? ?? ???? ????! ??? ??? ???? ??? ??? ????!	positive
??? ????? ??? ?? ????? ?? ???? ???? ??? ???? ?????? ????? ??? ????? ?????? ????????? ??? ???????? ?????	strongPositive
??? ??????? ?? ???? ??????? ?/? ??? ???? ???? ???? ??? ?? ?? ?????? ???? ?????:: ??? ??? ???? ????? ???? ??????? ??? ???? ????:: ??? ?? ?? ??? ???? ????	strongPositive
???? ?/? ?/? ??? ???? ????? ?????? ??? ???? ???? ??? ???? ?????? ???? ??? ??? ??????????????????? ?????? ??? ??? ???????? ??? ??????	positive
??/? ??? ???? ?????? ????? ????? ?????? ????? ??? ??????? ?? ???? ???????????? ?????? ?? ?? ???????? ??? ??????? ????? ???? ????	positive
????? ???? ????? ?? ??!! ??? ??? ????? ???? ????? ????? ???? ??? ??? ??????? ??? ????? ???????! ! ?? ??? ???? ??? ????? ???	strongPositive
??? ??? ????????? ??? ???? ????? ?? ??? ???????? ?????? ?? ?????? ????????? ??? ??? ?????? ??? ??? ??? ?? ???? ??????? ??????? ???? ??? ?? ???? ??????????? ????????	strongPositive
????? ??? ???? ?? ???? ??????? ???? ??? ???? ??? ??? ??? ????? ?? ???? ??? ??? ????? ???? ??? ????? ???? ?????? ?????? ?????? ??????? ???? ?????? ???? ???? ?? ?? ???? ?????? ???? ??? ??? ???? ??????? ???? ????? ??????????? ?? ???? 	strongPositive
?? ???? ???? ???? ??? ????? ??? ??? ?????? ?? ??? ???? ???? ??????????	positive
????? ?????? ??? ???? ??? ??? ?????? ?????? ??? ????? ?????? ?????? ??? ?? ????? ???? ???? ??????? ???? ????? ?? ?????? ??????? ?????? ?????? ??? ????? ???? ??? ???	positive
?? ??? ???? ?????? ??? ???? ???? ??? ???? ?? ???? ???? ???? ???? ??? ???? ?? ??? ?????? ???? ???? ?????? ???? ??? ?????? ?? ???? ?? ??? ???? ????? ???? ?? ???? ?????? ???? ?? ?? ??? ?????? ?? ?? ?????? ???? ?? ?? ???? ??? ????? ?? ???? ???? ???? ????? ????? ??? ??? ?????? ??? ?????? ??? ???? ??? ???? ?????? ????? ??? ???? ?????	negative
?? ?? ??? ???? ????? ?????? ????? ?? you knegativeow that meanegative? ?? ???? ?? ???? ???????? ?? ??? ??? ?? ??????? ????? ?? ???? ?? ??? ??????? ??? ??? ??????? ???? ??????? ??? ??? ???? ?? ??? ?????? ???? ????? ????? (????) ??? ?? ?? ???? ?????? ????? ????? ??? ?? ??? ????? ? (???? ?? ??? ??? ???? ??? )	negative
???? ???? ??? ?/? ??? ??? ???? ????? ? ?????? ???? ?? ??????/?? ????? ??? ???? ????? ????? ??? ??? ??? ????/?????????????!!!	positive
???? ? /? ??? ???? ??? ??? ????? ????? ?? ????? ????? ???? ??????? ??? ? ? ?????? ?????? ??? ??? ??????? ??????? 27 ??? ??? ?????? ??? ???? ????????? ??? ????? ????? ???? ??? ??????????? ??? ???? ?????? ????? ???? ???????? ?????? ?????? ??? ??? ??? ???? ??? ????? ???? ???? ????? ??? ?? ???? ?????? ??? ??????? ??????? ???? ??? ????? ???? ???? ??? ???	positive
???! ??? ??? ???????? ??? ??? ???? ?????? ??????? : ????? ??????? ???????? ????? ???? ???? ???????? ???? ??????? ???????? ??????? ????? ?	positive
????? ???? ???? ??? ?????? ?????? ??? ?? ??????? ???????? ??? ??????? 17? ???? ??? ??? ???? ???? ???? ??? ???????? ?? ????? ??????? ??? ?? ??? ??? ???? ?? ????	positive
?.?.?? ???? ???? ???? ???/? ?????? ???? ???? ???? ??? ???????? ?????? ???? ???? ?????..	positive
??? ??? ?? ????? ????	positive
33 ??? ????? ???? 49 ???? 24 ???? ??? ??????? ?? ???? ????? ???????? ??? ??????? ?????? ???? ? ??????	positive
?/? ???? ????? ???? ??? ????? ???? ?????? ??? ???? ?? ?? ???? ?????. ?????? ??? ?????	positive
??? ?? ??? ???????? ??? ??? ???? ????!!  ??? ??? ??? ???? ????? ??? ????? ??? ?? ????? ??? Live ???? ?? ??? ?? ????? ?????! ??? ?/? ????? ??? ?????? ????? ??? ????? ??? ?? ?? ?????? ?? ?? ??? ?? ?? ?Etv ?? ??? ??? ???????	positive
??? ?????? ??? ????? ????? ??? ?? ?????? ??? ??? ???? ??? ?????????? ??????? ???? ??? ???? ??? ??? ???????? ???????? ?? ???? ?? ??? ???? ??? ?????? ????????? ??? ??????????? ??? ?? ???? ??? ????? ?????? ?????? ?? ???? ??????	positive
???? ??????? ???? ???? ????? ????? ?????? ????? ?/? ??? ?? ?????? ?????? ?? ????? ?/? ??? ???? ????? ??? ???? ?????? ????? ????? ???? ?????? ???? ????? ???? ??????? ?? ?? ????? ?????? ??? ????.... ?/? ???? ???? ?? “???? ??????? ???? ???? ????? ?????” ?? ????? ???? ???!!!!	positive
??? ??? ??? ???? ?????? ??? ??? ???? ?????? ??????? ?? ?????? ???? ??? ??? ????? ???? ????? ??? ????? ??????? ??? ??? ????? ??? ????????	strongPositive
??? ?? ?? ??? ????? ??? ?? ???? ?? ?????? ???? ??? ??? ?? ???? ??? ????? ??? ??? ?? ??? ?????? ????? ?????? ?? ??????? ?? ?? ??? ?????	positive
????? ????? ???? ???? ??? ?????? ???? ??? ???? ?? ???? ?????? ??? ?????? ??? ???? ?? ?????? ????? ???? ???? ??????? ?? ???? ?? ???? ?	positive
?????????? ??? ???? ????? ????? ????? ???? ?? ??? ???? ??? ??????????? ????? ??? ????? ??? ?????? ?????????? ????? ???? ??? ????????? ???? ??? ??? ?/?? ??? ??????? ??? ?????????? ????? ???? ????? ????? ???? ???????????? ??? ????? ???????	negative
??????? ??? ????? ?????? ???? ???? ???? ??????? ???? ?????? ?????? ?????? ?????? ?? ??? ?????? ??? ???? ??????	positive
??? ????? ????? ?? ???? ??? ????? ????? ???? ???? ?? ??? ????? ???? ??? ???? ??? ????? ????? ??? ??? ???? ??????? ??? ?? ????? ??? ???? ???? ?? ????? ?? ???	negative
??? ?????? ??? ????? ????? ??? ?? ?????? ??? ??? ???? ??? ?????????? ??????? ???? ??? ???? ??? ??? ???????? ???????? 	strongPositive
?? ???? ?? ??? ???? ??? ?????? ????????? ??? ??????????? ??? ?? ???? ??? ????? ?????? ?????? ?? ???? ????? ????? ????????	positive
?/? ????? ??? ??? ??? ?? ???? ???? ?? ?? ???? ???? ???? ???? ?????? ????? ??? ??? ???????? ?????? ?/? ?? ?? ???? ????????? ??? ?????? ???? ???? ??? ???? ????	negative
????? ????? ???? ?????? ????? ?????? ?????? ??? ???? ????? ?? ??? ?? ??????????? ? ?? ??????? ???? ??? ?????? ?????? ????? ??? ??? ??? ???? ??? ??? ?? ???	negative
?? ??? ??? ???? ????? ( ?????? ???? ????)... ?? ??? ???? ?? ??? ????? ?? ?? ?? ::	positive
?/? ??? ?? ??? ?? ???? ??????? ?? ???? ?????? ????? ????? ??? ?? ?? ??? ????? ?? ??? ????? ?? ?? ??? ???????? ??? ????? ?????? ??? ?? ?? ?? ??? ????? ????? ???? ???? ????? ????? ?????? ???? ??? ???? ?????? ??????? ?????? ?? ?? ?????? ???? ??? ??? ?? ???	positive
???? ?????? ??? ???? ????? ???? ???????? ??????! ?? ????? ?? ?????? ????? ??????? ???? ????? ??????? ?????? ???? ????? ??? ?????? ?????? ???? ???? ???? ?????? ???? ???? ???? ???? ??? ??? ???? ??? ??? ???? ??????? ???? ?? ??????? ??? ????? ?????? ?????? ??? ?? ?? ?????? ???? ??? ????? ????!	positive
?? ??? ... ???? ????? ?????? ????? ?????? ??????? ??? ????? ????? ???? ???? ????? ????? ???? ??? ???? ?????? ???? ?? ???... ??? ???	positive
??? ?? ?? ????? ?????? ????? !	positive
????? ????? ??? ????? ????? ??? ???? ????????? ?????????? ??? ??????? ????? ?????? ????? ?????? ??? ???? ??? ??? ???? ??? ????? ?????? ????? ?? ????? ???? ???? ?????? ?/? ???????? ??????????? ???? ???? ?? ????????? ?? ???? ??? ??? ??? ????? ???? ????? ?? ???? ????????????? ?????? ????? ????? ???? ???? ???? ?????? ??????? ??????? ??? ????? ??????? ???? ??? ???? ??????	negative
???? ???? ???? ???	positive
??? ??? ????? ?? ????? ?? ?? ??? ?? ??? ????? ????? ???? ??? ???? ????? ????? ????? ??? ???? ??? ??? ??? ???? ??? ??? ???? ?? ????? ????? ??? ?????? ????? ????? ???? ????? ??? ?????? ???? ????	negative
??! ??? ?????? ?????? ???? ??? ?????? ??? <3	positive
???? ??  ??? ...??? ??  ????  ?? ?????? ??? ??????  ??? ?????? ????...!!!	positive
??? ??? ??????!  1?????? ??? 2? ??????? ?? ??????? (?? ??? ????? ???? ?????...) ????? 1?5 ? ?? ????? ??????? ?	negative
58 ?? ?????? ????? ??? ?? ?? ????? ?? ??? ????? ???? ??? ?????? ?? ?? ?????? ????  ???? 6?? ?? ?? ??? ?? 30 ??? ??? ???? ?? ??? ???? ?????? ??? ?????? ?????? ?? ???? ?? ?????? ?????????	negative
???? ??? ?????? ???? ???? ??? ????? 24 ??? ?????? ??!!!	positive
?????? ?????? ???	positive
